rollup_timestamp,database,value
2018-09-05,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,603.0
2018-09-06,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,552.0
2018-09-07,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,899.0
2018-09-08,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,921.0
2018-09-09,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,63.0
2018-09-10,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,223.0
2018-09-11,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,925.0
2018-09-12,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,63.0
2018-09-13,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,4.0
2018-09-14,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,256.0
2018-09-15,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,908.0
2018-09-16,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,582.0
2018-09-17,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,871.0
2018-09-18,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,641.0
2018-09-19,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,416.0
2018-09-20,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,765.0
2018-09-21,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,184.0
2018-09-22,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,853.0
2018-09-23,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,425.0
2018-09-24,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,979.0
2018-09-25,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,365.0
2018-09-26,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,979.0
2018-09-27,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,941.0
2018-09-28,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,875.0
2018-09-29,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,506.0
2018-09-30,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,741.0
2018-10-01,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,989.0
2018-10-02,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,442.0
2018-10-03,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,881.0
2018-10-04,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,518.0
2018-10-05,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,577.0
2018-10-06,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,876.0
2018-10-07,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,34.0
2018-10-08,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,331.0
2018-10-09,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,43.0
2018-10-10,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,771.0
2018-10-11,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,91.0
2018-10-12,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,179.0
2018-10-13,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,605.0
2018-10-14,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,312.0
2018-10-15,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,117.0
2018-10-16,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,537.0
2018-10-17,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,256.0
2018-10-18,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,212.0
2018-10-19,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,716.0
2018-10-20,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,712.0
2018-10-21,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,515.0
2018-10-22,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,911.0
2018-10-23,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,52.0
2018-10-24,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,735.0
2018-10-25,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,208.0
2018-10-26,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,597.0
2018-10-27,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,367.0
2018-10-28,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,933.0
2018-10-29,8d5018dd-ebbb-4cb1-9df2-b31fce70dd63,271.0
